Datetime,Country,Platform,User ID,ISO,Project name,Program name,Client name,Total Elapsed CPU Time (sec),Total Elapsed GPU Time (sec),Cumulative Package Energy (mWh),Cumulative IA Energy (mWh),Cumulative GPU Energy (mWh),Cumulative DRAM Energy (mWh),Cumulative process CPU Energy (mWh),Cumulative process DRAM Energy (mWh),PUE,CO2 emitted (gCO2e),Package,Algorithm,Algorithm's parameters,Data type,Data shape,Comment,Step
11/18/2021 22:49:01,France,win32,Fizz,FR,FTB,Whole function,CentraleSupelec,89.64045,0,44.95541,15.619117,0,12.629768,0.4174301587947185,0.27983958331548353,1.3,7.170024758119209e-05,main,insult detector,,tabular,,first try of power-meter,refactoring
11/18/2021 22:54:13,France,win32,Fizz,FR,FTB,Whole function,CentraleSupelec,41.679402,0,26.260529,11.540053,0,6.838175,1.1734529599200116,0.1499664952708828,1.3,0.00013608722257727967,main,insult detector,,tabular,,first try of power-meter,refactoring
